New Leaves Allocated (In Days),Выделено новых дней отпуска,
Leave Balance,Остаток отпуска,
Encashable days,Дни для компенсации,
Encashment Amount,Сумма компенсации,
Leave Ledger Entry,Запись в журнале отпусков,
Transaction Name,Название операции,
Is Carry Forward,Является переносом,
Is Expired,Истек,
Is Leave Without Pay,Отпуск без сохранения заработной платы,
Holiday List for Optional Leave,Список праздников для дополнительного отпуска,
Leave Allocations,Распределение отпусков,
Leave Policy Details,Детали политики отпусков,
Leave Policy Detail,Деталь политики отпусков,
Annual Allocation,Ежегодное распределение,
Leave Type Name,Название типа отпуска,
Applicable After (Working Days),Применимо после (рабочих дней),
Is Optional Leave,Является дополнительным отпуском,
Allow Negative Balance,Разрешить отрицательный баланс,
Include holidays within leaves as leaves,Включать праздники в период отпуска как дни отпуска,
Is Compensatory,Является компенсационным,
Maximum Carry Forwarded Leaves,Максимум перенесенных дней отпуска,
Expire Carry Forwarded Leaves (Days),Срок действия перенесенных дней отпуска (дни),
Calculated in days,Рассчитано в днях,
Encashment,Компенсация,
Allow Encashment,Разрешить компенсацию,
Encashment Threshold Days,Пороговые дни для компенсации,
Earned Leave,Накопленный отпуск,
Is Earned Leave,Является накопленным отпуском,
Earned Leave Frequency,Частота накопления отпуска,
Rounding,Округление,
Payroll Employee Detail,Детали расчета зарплаты сотрудника,
Payroll Frequency,Периодичность расчета зарплаты,
Fortnightly,Раз в две недели,
Bimonthly,Раз в два месяца,
Employees,Сотрудники,
Number Of Employees,Количество сотрудников,
Employee Details,Информация о сотруднике,
Validate Attendance,Проверить посещаемость,
Salary Slip Based on Timesheet,Расчетный листок на основе табеля,
Deduct Tax For Unclaimed Employee Benefits,Удержать налог по неиспользованным льготам сотрудника,
Deduct Tax For Unsubmitted Tax Exemption Proof,Удержать налог за непредоставленные документы по налоговым льготам,
Select Payment Account to make Bank Entry,Выберите платежный счет для создания банковской проводки,
Salary Slips Created,Расчетные листки созданы,
Salary Slips Submitted,Расчетные листки отправлены,
Payroll Periods,Расчетные периоды,
Payroll Period Date,Дата расчетного периода,
Purpose of Travel,Цель поездки,
Retention Bonus,Бонус за удержание,
Bonus Payment Date,Дата выплаты бонуса,
Bonus Amount,Сумма бонуса,
Depends on Payment Days,Зависит от дней оплаты,
Is Tax Applicable,Облагается налогом,
Variable Based On Taxable Salary,Переменная часть от налогооблагаемой зарплаты,
Exempted from Income Tax,Освобождено от подоходного налога,
Round to the Nearest Integer,Округлить до ближайшего целого,
Statistical Component,Статистический компонент,
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Если выбрано, значение, указанное или рассчитанное в этом компоненте, не будет учитываться в начислениях или удержаниях. ��днако его значение может использоваться другими компонентами для расчета начислений или удержаний.",
Do Not Include in Total,Не включать в итог,
Flexible Benefits,Гибкие льготы,
Is Flexible Benefit,Является гибкой льготой,
Max Benefit Amount (Yearly),Максимальная сумма льгот (в год)
Only Tax Impact (Cannot Claim But Part of Taxable Income),"Только налоговый эффект (нельзя возместить, но входит в налогооблагаемый доход)",
Create Separate Payment Entry Against Benefit Claim,Создать отдельную платежную операцию по заявлению на льготы,
Amount based on formula,Сумма на основе формулы,
Formula,Формула,
Salary Detail,Детали заработной платы,
Component,Компонент,
Do not include in total,Не включать в итог,
Default Amount,Сумма по умолчанию,
Additional Amount,Дополнительная сумма,
Tax on flexible benefit,Налог на гибкие льготы,
Tax on additional salary,Налог на дополнительную зарплату,
Salary Structure,Структура заработной платы,
Working Days,Рабочие дни,
Salary Slip Timesheet,Табель для расчетного листка,
Earnings,Начисления,
Deductions,Удержания,
Total in words,Итого прописью,
Salary Component for timesheet based payroll,Компонент заработной платы для расчета по табелю,
Leave Encashment Amount Per Day,Сумма компенсации за один день отпуска,
Max Benefits (Amount),Максимальная сумма льгот,
Salary breakup based on Earning and Deduction,Разбивка зарплаты по начислениям и удержаниям,
Total Earning,Итого начислено,
Salary Structure Assignment,Назначение структуры оплаты труда,
Shift Assignment,Назначение смены,
Shift Type,Тип смены,
Shift Request,Заявка на смену,
Enable Auto Attendance,Включить автоматический учет посещаемости,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift,"Отмечать посещаемость на основе отметок прихода/ухода для сотрудников, назначенных на эту смену",
Auto Attendance Settings,Настройки автоматического учета посещаемости,
Determine Check-in and Check-out,Определение времени прихода и ухода,
Alternating entries as IN and OUT during the same shift,Чередование записей ПРИХОД и УХОД в течение одной смены,
Strictly based on Log Type in Employee Checkin,Строго по типу записи в журнале прихода/ухода,
Working Hours Calculation Based On,Расчет рабочих часов на основе,
First Check-in and Last Check-out,Первый приход и последний уход,
Every Valid Check-in and Check-out,Каждый подтвержденный приход и уход,
Begin check-in before shift start time (in minutes),Разрешить отметку прихода до начала смены (в минутах),
The time before the shift start time during which Employee Check-in is considered for attendance,"Время до начала смены, в течение которого отметка прихода учитывается для посещаемости",
Allow check-out after shift end time (in minutes),Разрешить отметку ухода после окончания смены (в минутах),
Time after the end of shift during which check-out is considered for attendance,"Время после окончания смены, в течение которого отметка ухода учитывается для посещаемости",
Working Hours Threshold for Half Day,Пороговое значение рабочих часов для неполного дня,
Working hours below which Half Day is marked. (Zero to disable),"Количество рабочих часов, ниже которого отмечается неполный день (ноль для отключения)",
Working Hours Threshold for Absent,Пороговое значение рабочих часов для отсутствия,
Working hours below which Absent is marked. (Zero to disable),"Количество рабочих часов, ниже которого отмечается отсутствие (ноль для отключения)",
Process Attendance After,Обработать посещаемость после,
Attendance will be marked automatically only after this date,Посещаемость будет отмечаться автоматически только после этой даты,
Last Sync of Checkin,Последняя синхронизация отметок прихода/ухода,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,"Последняя успешная синхронизация отметок прихода/ухода. Сбрасывайте только если уверены, что все журналы синхронизированы со всех локаций. Не изменяйте, если не уверены",
Grace Period Settings For Auto Attendance,Настройки льготного периода для автоматической посещаемости,
Enable Entry Grace Period,Включить льготный период для прихода,
Late Entry Grace Period,Льготный период для опоздания,
The time after the shift start time when check-in is considered as late (in minutes),"Время после начала смены, когда приход считается опозданием (в минутах)",
Enable Exit Grace Period,Включить льготный период для ухода,
Early Exit Grace Period,Льготный период для раннего ухода,
The time before the shift end time when check-out is considered as early (in minutes),"Время до окончания смены, когда уход считается ранним (в минутах)",
Skill Name,Название навыка,
Staffing Plan Detail,Детали плана по персоналу,
Total Estimated Budget,Общий планируемый бюджет,
Vacancies,Вакансии,
Estimated Cost Per Position,Планируемые затраты на позицию,
Total Estimated Cost,Общие планируемые затраты,
Current Count,Текущее количество,
Current Openings,Текущие вакансии,
Number Of Positions,Количество позиций,
Taxable Salary Slab,Налоговая ставка по зарплате,
From Amount,Сумма от,
To Amount,Сумма до,
Percent Deduction,Процент удержания,
Training Program,Программа обучения,
Event Status,Статус мероприятия,
Has Certificate,Есть сертификат,
Seminar,Семинар,
Theory,Теория,
Workshop,Практикум,
Conference,Конференция,
Exam,Экзамен,
Internet,Интернет,
Self-Study,Самообучение,
Advance,Аванс,
Trainer Name,ФИО тренера,
Trainer Email,Email тренера,
Attendees,Участники,
Employee Emails,Email сотрудников,
Training Event Employee,Участие сотрудника в обучении,
Invited,Приглашен,
Feedback Submitted,Отзыв отправлен,
Training Result Employee,Результат обучения сотрудника,
Travel Itinerary,План командировки,
Travel From,Место отправления,
Travel To,Место назначения,
Mode of Travel,Способ передвижения,
Flight,Самолет,
Train,Поезд,
Taxi,Такси,
Rented Car,Арендованный автомобиль,
Meal Preference,Предпочтения по питанию,
Vegetarian,Вегетарианское,
Non-Vegetarian,Не вегетарианское,
Gluten Free,Без глютена,
Non Diary,Без молочных продуктов,
Travel Advance Required,Требуется аванс на командировку
Departure Datetime,Дата и время отправления,
Arrival Datetime,Дата и время прибытия,
Lodging Required,Требуется проживание,
Preferred Area for Lodging,Предпочтительный район проживания,
Check-in Date,Дата заезда,
Check-out Date,Дата выезда,
Travel Request,Заявка на командировку,
Travel Type,Тип командировки,
Domestic,Внутренняя,
International,Международная,
Travel Funding,Финансирование командировки,
Require Full Funding,Требуется полное финансирование,
Fully Sponsored,Полностью оплачиваемая,
"Partially Sponsored, Require Partial Funding","Частично оплачиваемая, требуется дополнительное финансирование",
Copy of Invitation/Announcement,Копия приглашения/объявления,
"Details of Sponsor (Name, Location)","Информация о спонсоре (название, местоположение)",
Identification Document Number,"Номер документа, удостоверяющего личность",
Any other details,Дополнительная информация,
Costing Details,Детали расходов,
Event Details,Информация о мероприятии,
Name of Organizer,Название организатора,
Address of Organizer,Адрес организатора,
Travel Request Costing,Расчет стоимости командировки,
Expense Type,Тип расхода,
Sponsored Amount,Спонсируемая сумма,
Funded Amount,Финансируемая сумма,
Upload Attendance,Загрузка данных посещаемости,
Attendance From Date,Дата начала периода,
Attendance To Date,Дата окончания периода,
Get Template,Получить шаблон,
Import Attendance,Импорт посещаемости,
Upload HTML,Загрузить HTML,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
Odometer Reading,Показания одометра,
Current Odometer value,Текущее значение одометра,
Refuelling Details,Детали заправки,
Invoice Ref,Номер счета,
Service Details,Детали обслуживания,
Vehicle Service,Обслуживание транспортного средства,
Service Item,Вид обслуживания,
Brake Oil,Тормозная жидкость,  
Brake Pad,Тормозные колодки,
Clutch Plate,Диск сцепления,
Engine Oil,Моторное масло,
Oil Change,Замена масла,
Inspection,Технический осмотр,
Mileage,Пробег,
Salary Slip Loan,Ссуда по расчетному листку,
Loan Repayment Entry,Запись о погашении ссуды,
May,Май,
June,Июнь,
July,Июль,
Bank Remittance,Банковский перевод,
Daily Work Summary Replies,Ответы на ежедневный отчет о работе,
Employee Advance Summary,Сводка по авансам сотрудников,
Employees working on a holiday,"Сотрудники, работающие в праздничный день",
Monthly Attendance Sheet,Табель учета рабочего времени за месяц,
Salary Register,Ведомость заработной платы,
Unpaid Expense Claim,Неоплаченные авансовые отчеты,
Payment Account is mandatory,Платежный счет обязателен,
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Если отмечено, полная сумма будет вычтена из налогооблагаемого дохода до расчета подоходного налога без декларации или подтверждающих документов",
In Time,Время прихода,
Out Time,Время ухода,
Is Recurring,Повторяющийся,
HRA Exemption,Льгота по аренде жилья,
Monthly House Rent,Ежемесячная арендная плата за жилье,
Rented in Metro City,Аренда в крупном городе,
HRA as per Salary Structure,Льгота по аренде согласно структуре оплаты,
Annual HRA Exemption,Годовая льгота по аренде жилья,
Monthly HRA Exemption,Ежемесячная льгота по аренде жилья,
House Rent Payment Amount,Сумма арендной платы за жилье,
Rented From Date,Дата начала аренды,
Rented To Date,Дата окончания аренды,
Monthly Eligible Amount,Ежемесячная допустимая сумма,
Total Eligible HRA Exemption,Общая допустимая льгота по аренде,
Validating Employee Attendance...,Проверка посещаемости сотрудников...,
Submitting Salary Slips and creating Journal Entry...,Отправка расчетных листков и создание прово��ки...,
Calculate Payroll Working Days Based On,Расчет рабочих дней для начисления зарплаты на основе,
Consider Unmarked Attendance As,Считать неотмеченную посещаемость как,
Fraction of Daily Salary for Half Day,Доля дневной зарплаты за неполный день,
Component Type,Тип компонента,
Provident Fund,Пенсионный фонд,
Additional Provident Fund,Дополнительные пенсионные отчисления,
Provident Fund Loan,Ссуда из пенсионного фонда,
Professional Tax,Налог на профессиональную деятельность,
Is Income Tax Component,Является компонентом подоходного налога,
Component properties and references,Свойства и ссылки компонента,
Additional Salary,Дополнительная зарплата,
Unmarked days,Дни без отметок,
Absent Days,Дни отсутствия,
Conditions and Formula variable and example,"Условия, переменные и пример формулы",
Income Tax Deductions,Вычеты по подоходному налогу,
Income Tax Component,Компонент подоходного налога,
Income Tax Amount,Сумма подоходного налога,
Unmarked Days,Дни без отметок,
Jan,Янв,
Feb,Фев,
Mar,Мар,
Apr,Апр,
Aug,Авг
Sep,Сен,
Oct,Окт,
Nov,Ноя,
Dec,Дек,
Summarized View,Сводный вид,
Professional Tax Deductions,Вычеты налога на профессиональную деятельность,
Provident Fund Deductions,Отчисления в пенсионный фонд,
Recruitment Analytics,Аналитика подбора персонала,
Applicant name,ФИО соискателя,
Job Offer status,Статус предложения о работе,
On Date,На дату,
Salary Payments Based On Payment Mode,Выплаты зарплаты по способу оплаты,
Salary Payments via ECS,Выплаты зарплаты через систему электронных платежей,
Account No,Номер счета,
IFSC,IFSC,
MICR,MICR,
PF Account,Счет в пенсионном фонде,
PF Amount,Сумма пенсионных отчислений,
Additional PF,Дополнительные пенсионные отчисления,
PF Loan,Ссуда из пенсионного фонда,
Duplicate Entry,Дублирующаяся запись,
Please select Employee first,"Пожалуйста, сначала выберите сотрудника",
To Date should be greater than From Date,Дата окончания должна быть позже даты начала,
Job Offer: {0} is already for Job Applicant: {1},Предложение о работе: {0} уже создано для соискателя: {1},
Only Shift Request with status 'Approved' and 'Rejected' can be submitted,Можно отправить только заявку на смену со статусом 'Утверждено' или 'Отклонено',
Shift Assignment: {0} created for Employee: {1},Назначение смены: {0} создано для сотрудника: {1},
You can not request for your Default Shift: {0},Вы не можете подать заявку на смену по умолчанию: {0},
Only Approvers can Approve this Request,Только утверждающие могут одобрить эту заявку,
Please set Payroll based on in Payroll settings,"Пожалуйста, укажите основу для расчета зарплаты в настройках расчета",
Additional Salary: {0} already exist for Salary Component: {1} for period {2} and {3},Дополнительная выплата: {0} уже существует для компонента зарплаты: {1} за период {2} и {3},
Payroll date can not be less than employee's joining date,Дата расчета не может быть раньше даты приема сотрудника на работу,
From date can not be less than employee's joining date,Дата начала не может быть раньше даты приема сотрудника на работу,
To date can not be greater than employee's relieving date,Дата окончания не может быть позже даты увольнения сотрудника,
Payroll date can not be greater than employee's relieving date,Дата расчета не может быть позже даты увольнения сотрудника,
Condition and formula,Условие и формула,
Available Leaves,Доступные дни отпуска,
IFSC Code,Код IFSC,
Others,Прочее,
Total Allocated Leaves,Всего выделено дней отпуска,
Used Leaves,Использованные дни отпуска,
PAN Number,Номер PAN,
Expired Leaves,Сгоревшие дни отпуска
Unlink Payment on Cancellation of Employee Advance,Отвязать платеж при отмене аванса сотрудника,
"From Date"" can not be greater than or equal to ""To Date""""",Дата начала не может быть больше или равна дате окончания,
% Utilization (B + NB) / T,% Использования (Б + НБ) / О,
% Utilization (B / T),% Использования (Б / О),
<b>Base</b> amount has not been set for the following employee(s): {0},<b>Базовая</b> сумма не установлена для следующих сотрудников: {0},
<b>Total Leaves Allocated</b> are more than the number of days in the allocation period,<b>Всего выделено дней отпуска</b> больше, чем количество дней в периоде распределения,
"<h3>Help</h3>||||||<p>Notes:</p>||||||<ol>|||<li>Use field <code>base</code> for using base salary of the Employee</li>|||<li>Use Salary Component abbreviations in conditions and formulas. <code>BS = Basic Salary</code></li>|||<li>Use field name for employee details in conditions and formulas. <code>Employment Type = employment_type</code><code>Branch = branch</code></li>|||<li>Use field name from Salary Slip in conditions and formulas. <code>Payment Days = payment_days</code><code>Leave without pay = leave_without_pay</code></li>|||<li>Direct Amount can also be entered based on Condition. See example 3</li></ol>||||||<h4>Examples</h4>|||<ol>|||<li>Calculating Basic Salary based on <code>base</code>|||<pre><code>Condition: base &lt; 10000</code></pre>|||<pre><code>Formula: base * .2</code></pre></li>|||<li>Calculating HRA based on Basic Salary<code>BS</code> |||<pre><code>Condition: BS &gt; 2000</code></pre>|||<pre><code>Formula: BS * .1</code></pre></li>|||<li>Calculating TDS based on Employment Type<code>employment_type</code> |||<pre><code>Condition: employment_type==""Intern""</code></pre>|||<pre><code>Amount: 1000</code></pre></li>|||</ol>","<h3>Справка</h3>||||||<p>Примечания:</p>||||||<ol>|||<li>Используйте поле <code>base</code> для базовой зарплаты сотрудника</li>|||<li>Используйте аббревиатуры компонентов зарплаты в условиях и формулах. <code>BS = Базовая зарплата</code></li>|||<li>Используйте имена полей для данных сотрудника в условиях и формулах. <code>Employment Type = employment_type</code><code>Branch = branch</code></li>|||<li>Используйте имена полей из расчетного листка в условиях и формулах. <code>Payment Days = payment_days</code><code>Leave without pay = leave_without_pay</code></li>|||<li>Прямая сумма также может быть введена на основе условия. См. пример 3</li></ol>||||||<h4>Примеры</h4>|||<ol>|||<li>Расчет базовой зарплаты на основе <code>base</code>|||<pre><code>Условие: base &lt; 10000</code></pre>|||<pre><code>Формула: base * .2</code></pre></li>|||<li>Расчет надбавки за жилье на основе базовой зарплаты<code>BS</code> |||<pre><code>Условие: BS &gt; 2000</code></pre>|||<pre><code>Формула: BS * .1</code></pre></li>|||<li>Расчет налога на основе типа занятости<code>employment_type</code> |||<pre><code>Условие: employment_type==""Intern""</code></pre>|||<pre><code>Сумма: 1000</code></pre></li>|||</ol>",
<h4>Condition Examples</h4>|||<ol>|||<li>Applying tax if employee born between 31-12-1937 and 01-01-1958 (Employees aged 60 to 80)<br>|||<code>Condition: date_of_birth&gt;date(1937, 12, 31) and date_of_birth&lt;date(1958, 01," 01)</code></li><br><li>Applying tax by employee gender<br>|||<code>Condition: gender==""Male""</code></li><br>|||<li>Applying tax by Salary Component<br>|||<code>Condition: base &gt; 10000</code></li></ol>",<h4>Примеры условий</h4>|||<ol>|||<li>Применение налога если сотрудник родился между 31-12-1937 и 01-01-1958 (Сотрудники в возрасте от 60 до 80 лет)<br>|||<code>Условие: date_of_birth&gt;date(1937, 12, 31) and date_of_birth&lt;date(1958, 01," 01)</code></li><br><li>Применение налога по полу сотрудника<br>|||<code>Условие: gender==""Male""</code></li><br>|||<li>Применение налога по компоненту зарплаты<br>|||<code>Условие: base &gt; 10000</code></li></ol>",
<table class='table table-bordered'><tr><th>{0}</th><th>{1}</th></tr>,<table class='table table-bordered'><tr><th>{0}</th><th>{1}</th></tr>,
A Job Requisition for {0} requested by {1} already exists: {2},"Заявка на вакансию для {0}, запрошенная {1}, уже существует: {2}",
A friendly reminder of an important date for our team.,Дружеское напоминание о важной дате для нашей команды.,
Absent Records,Записи об отсутствии,
"Account type cannot be set for payroll payable account {0}, please remove and try again","Тип счета не может быть установлен для счета расчетов по зарплате {0}, пожалуйста, удалите и попробуйте снова",
Account {0} does not match with Company {1},Счет {0} не соответствует компании {1},
Accounting & Payment,Бухгалтерский учет и оплата,
Accounts not set for Salary Component {0},Не установлены счета для компонента зарплаты {0},
Action on Submission,Действие при отправке,
Actual Encashable Days,Фактические дни для компенсации,
Actual balances aren't available because the leave application spans over different leave allocations. You can still apply for leaves which would be compensated during the next allocation.,"Фактические остатки недоступны, так как заявление на отпуск охватывает разные периоды распределения отпусков. Вы все еще можете подать заявление на отпуск, который будет компенсирован в следующем периоде.",
Add Day-wise Dates,Добавить даты по дням,
Add Employee Property,Добавить свойство сотрудника,
Add Feedback,Добавить отзыв,
Add unused leaves from previous leave period's allocation to this allocation,Добавить неиспользованные дни отпуска из предыдущего периода в текущее распределение,
Added On,Добавлено,
Added tax components from the Salary Component master as the salary structure didn't have any tax component.,"Добавлены налоговые компоненты из справочника компонентов зарплаты, так как структура оплаты не содержала налоговых компонентов.",
Additional Information,Дополнительная информация,
Additional Salary,Дополнительная зарплата,
Additional Salary for referral bonus can only be created against Employee Referral with status {0},Дополнительная зарплата для бонуса за рекомендацию может быть создана только для рекомендации сотрудника со статусом {0},
Additional Salary for this salary component with {0} enabled already exists for this date,Дополнительная зарплата для этого компонента с включенным {0} уже существует на эту дату,
Advanced Filters,Расширенные фильтры,
All Goals,Все цели,
All allocated assets should be returned before submission,Все выделенные активы должны быть возвращены перед отправкой,
All the mandatory tasks for employee creation are not completed yet.,Не все обязательные задачи для создания сотрудника завершены.,
Allocate Based On Leave Policy,Распределить на основе политики отпусков,
Allocate Leave,Распределить отпуск,
Allocate leaves to {0} employee(s)?,Распределить отпуска для {0} сотрудника(ов)?,
Allocate on Day,Распределить на день,
Allocated {0} leave(s) via scheduler on {1} based on the 'Allocate on Day' option set to {2},"Распределено {0} дней отпуска через планировщик {1} на основе опции 'Распределить на день', установленной на {2}",
Allocating Leave,Распределение отпуска,
Allow Employee Checkin from Mobile App,Разрешить отметку прихода/ухода сотрудника из мобильного приложения,
Allow Geolocation Tracking,Разрешить отслеживание геолокации,
Allow Multiple Shift Assignments for Same Date,Разрешить несколько назначений смен на одну дату,
Allow Over Allocation,Разрешить превышение лимита распределения,
Allow the following users to approve Leave Applications for block days.,Разрешить следующим пользователям утверждать заявления на отпуск в заблокированные дни.,
Allows allocating more leaves than the number of days in the allocation period.,"Разрешает распределять больше дней отпуска, чем количество дней в периоде распределения.",
Amount Based on Formula,Сумма на основе формулы,
Amount claimed via Expense Claim,"Сумма, заявленная через авансовый отчет",
Amount of expense,Сумма расхода,
Amount returned by the employee after the advance is paid,"Сумма, возвращенная сотрудником после выплаты аванса",
Amount should not be less than zero,Сумма не должна быть меньше нуля,
Amount that has been paid against this advance,"Сумма, которая была выплачена по этому авансу",
"An amount of {0} already claimed for the component {1}, set the amount equal or greater than {2}","Сумма {0} уже заявлена для компонента {1}, установите сумму равную или большую {2}",
Annual Allocation Exceeded,Превышен годовой лимит распределения,
Annual Taxable Amount,Годовая налогооблагаемая сумма,
"Any other remarks, noteworthy effort that should go in the records",Любые другие замечания или важные достижения для внесения в записи,
Applicable Earnings Component,Применимый компонент начислений,
Applicant Name,ФИО соискателя,
Applicant Rating,Рейтинг соискателя,
Applications Received,Полученные заявки,
Applications received:,Получено заявок:,
Appraisal Cycle,Цикл оценки эффективности,
Appraisal KRA,КПЭ оценки эффективности,
Appraisal Linking,Связывание оценки эффективности,
Appraisal Overview,Обзор оценки эффективности,
Appraisal Template Missing,Отсутствует шаблон оценки эффективности,
Appraisal Template not found for some designations.,Не найден шаблон оценки эффективности для некоторых должностей.,
Appraisal creation is queued. It may take a few minutes.,Создание оценки эффективности поставлено в очередь. Это может занять несколько минут.,
Appraisal {0} already exists for Employee {1} for this Appraisal Cycle or overlapping period,Оценка эффективности {0} уже существует для сотрудника {1} в этом цикле оценки или пересекающемся периоде,
Appraisal {0} does not belong to Employee {1},Оценка эффективности {0} не принадлежит сотруднику {1},
Appraisee,Оцениваемый сотрудник,
Appraisees: {0},Оцениваемые сотрудники: {0},
Approval,Утверждение,
Are you sure you want to delete the attachment,"Вы уверены, что хотите удалить вложение",
Are you sure you want to email the selected salary slips?,"Вы уверены, что хотите отправить по email выбранные расчетные листки?",
Are you sure you want to reject the Employee Referral?,"Вы уверены, что хотите отклонить рекомендацию сотрудника?",
Asset Recovery Cost for {0}: {1},Стоимость возврата актива для {0}: {1},
Assets Allocated,Выделенные активы,
Assign Salary Structure to {0} employee(s)?,Назначить структуру оплаты труда для {0} сотрудника(ов)?,
Assign Shift,Назначить смену,
Assign Shift to {0} employee(s)?,Назначить смену для {0} сотрудника(ов)?,
Assign Structure,Назначить структуру,
Assigning Salary Structure,Назначение структуры оплаты труда,
Assigning Shift,Назначение смены,
Assigning Shift...,Назначение смены...,
Assigning Structure...,Назначение структуры...,
Assignment based on,Назначение на основе,
Associate Job Opening,Связать с вакансией,
Associated Document,Связанный документ,
Associated Document Type,Тип связанного документа,
At least one interview has to be selected.,Необходимо выбрать хотя бы одно собеседование.,
Attach Proof,Прикрепить подтверждение,
Attendance ID,ID посещаемости,
Attendance Settings,Настройки посещаемости,
Attendance Updated,Посещаемость обновлена,
Attendance Warnings,Предупреждения о посещаемости,
Attendance date {0} can not be less than employee {1}'s joining date: {2},Дата посещаемости {0} не может быть раньше даты приема на работу сотрудника {1}: {2},
Attendance for all the employees under this criteria has been marked already.,Посещаемость для всех сотрудников по этим критериям уже отмечена.,
Attendance for employee {0} is already marked for an overlapping shift {1}: {2},Посещаемость для сотрудника {0} уже отмечена для пересекающейся смены {1}: {2},
Attendance for employee {0} is already marked for the date {1}: {2},Посещаемость для сотрудника {0} уже отмечена на дату {1}: {2},
Attendance for the following dates will be skipped/overwritten on submission,Посещаемость для следующих дат будет пропущена/перезаписана при отправке
Attendance from {0} to {1} has already been marked for the Employee {2},Посещаемость с {0} по {1} уже отмечена для сотрудника {2},
Attendance has been marked for all the employees between the selected payroll dates.,Посещаемость отмечена для всех сотрудников в выбранном расчетном периоде.,
Attendance is pending for these employees between the selected payroll dates. Mark attendance to proceed. Refer {0} for details.,Посещаемость не отмечена для этих сотрудников в выбранном расчетном периоде. Отметьте посещаемость для продолжения. Смотрите {0} для подробностей.,
Attendance marked successfully,Посещаемость успешно отмечена,
Attendance not submitted for {0} as {1} is on leave.,"Посещаемость не отправлена для {0}, так как {1} находится в отпуске.",
Attendance will be marked automatically only after this date.,Посещаемость будет отмечаться автоматически только после этой даты.,
AttendanceRequestListView,AttendanceRequestListView,
Attrition Count,Количество уволенных,
Automated Based on Goal Progress,Автоматизировано на основе прогресса целей,
"Automatically fetches all assets allocated to the employee, if any","Автоматически получает все активы, выделенные сотруднику, если таковые имеются",
Available Leave(s),Доступные дни отпуска,
Average Feedback Score,Средний балл обратной связи,
Average Rating,Средний рейтинг,
"Average of Goal Score, Feedback Score, and Self Appraisal Score (out of 5)","Среднее значение оценки целей, обратной связи и самооценки (из 5)",
Average rating of demonstrated skills,Средний рейтинг продемонстрированных навыков,
Avg Feedback Score,Средний балл обратной связи,
Avg Utilization,Средняя утилизация,
Avg Utilization (Billed Only),Средняя утилизация (только оплачиваемая),
Backdated Leave Application is restricted. Please set the {} in {},"Заявление на отпуск задним числом ограничено. Пожалуйста, установите {} в {}",
Base & Variable,Базовая и переменная части,
Below is the list of upcoming holidays for you:,Ниже список предстоящих праздников для вас:,
Benefits,Льготы,
Bill Amount,Сумма счета,
Billed Hours,Оплачиваемые часы,
Billed Hours (B),Оплачиваемые часы (О),
Birthday Reminder 🎂,Напоминание о дне рождения 🎂,
Birthdays,Дни рождения,
Block Holidays on important days.,Блокировать праздники в важные дни.,
Bonus,Премия,
Branch: {0},Филиал: {0},
Bulk Assign Shift,Массовое назначение смен,
Bulk Assignments,Массовые назначения,
Bulk Leave Policy Assignment,Массовое назначение политики отпусков,
Bulk Salary Structure Assignment,Массовое назначение структуры оплаты труда,
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula","По умолчанию итоговый балл рассчитывается как среднее значение оценки целей, обратной связи и самооценки. Включите это дл установки другой формулы",
CTC,Общая стоимость компенсации,
Calculate Final Score based on Formula,Рассчитать итоговый балл на основе формулы,
Calculate Gratuity Amount Based On,Рассчитать сумму выходного пособия на основе,
Cancellation Queued,Отмена в очереди,
Cannot break shift after end date,Невозможно разделить смену после даты окончания,
Cannot break shift before start date,Невозможно разделить смену до даты начала,
